,Area,Age,Rooms,District,PricePerMeter,Price
83,167,15,3,2,64.5107311401938,9800000000
84,180,1,3,2,64.5107311401938,12600000000
85,105,15,2,2,64.5107311401938,6825000000
86,144,18,3,2,64.5107311401938,11000000000
87,107,10,2,2,64.5107311401938,6420000000
88,120,16,2,2,64.5107311401938,9000000000
89,144,7,3,2,64.5107311401938,11880000000
90,100,4,2,2,64.5107311401938,7000000000
91,115,1,2,2,64.5107311401938,8625000000
92,105,12,2,2,64.5107311401938,6825000000
93,135,13,3,2,64.5107311401938,8800000000
94,65,20,1,2,64.5107311401938,3250000000
95,150,5,3,2,64.5107311401938,11400000000
96,105,2,2,2,64.5107311401938,4750000000
97,118,14,3,2,64.5107311401938,7800000000
98,125,0,3,2,64.5107311401938,9500000000
99,55,17,1,2,64.5107311401938,2950000000
100,115,16,2,2,64.5107311401938,6000000000
101,200,15,4,2,64.5107311401938,15200000000
102,275,3,3,2,64.5107311401938,23000000000
103,59,9,1,2,64.5107311401938,4650000000
104,220,20,3,2,64.5107311401938,13500000000
105,85,10,3,2,64.5107311401938,4950000000
106,67,21,1,2,64.5107311401938,4355000000
107,133,5,3,2,64.5107311401938,9500000000
108,79,14,2,2,64.5107311401938,4500000000
109,130,13,2,2,64.5107311401938,8850000000
110,60,1,1,2,64.5107311401938,4500000000
111,100,15,2,2,64.5107311401938,6200000000
112,130,18,3,2,64.5107311401938,7800000000
113,158,13,3,2,64.5107311401938,12500000000
114,133,12,2,2,64.5107311401938,9000000000
115,116,1,2,2,64.5107311401938,7900000000
116,137,14,3,2,64.5107311401938,8900000000
117,58,5,1,2,64.5107311401938,4400000000
118,86,6,2,2,64.5107311401938,5000000000
119,110,15,2,2,64.5107311401938,7200000000
120,107,10,2,2,64.5107311401938,8000000000
121,125,16,3,2,64.5107311401938,8900000000
122,200,17,4,2,64.5107311401938,15000000000
123,133,12,2,2,64.5107311401938,9000000000
124,130,15,3,2,64.5107311401938,7500000000
125,152,17,3,2,64.5107311401938,8700000000
126,65,7,1,2,64.5107311401938,4200000000
127,60,7,1,2,64.5107311401938,3800000000
128,127,10,3,2,64.5107311401938,7300000000
129,85,5,2,2,64.5107311401938,6000000000
130,65,18,1,2,64.5107311401938,3300000000
131,80,0,2,2,64.5107311401938,6000000000
132,95,15,2,2,64.5107311401938,6500000000
133,110,15,2,2,64.5107311401938,7000000000
134,142,16,3,2,64.5107311401938,6500000000
135,148,5,3,2,64.5107311401938,11380580588
136,150,5,3,2,64.5107311401938,11400000000
137,108,4,2,2,64.5107311401938,8640000000
138,142,16,3,2,64.5107311401938,8500000000
139,145,16,3,2,64.5107311401938,8000000000
140,165,1,3,2,64.5107311401938,13500000000
141,104,6,2,2,64.5107311401938,6750000000
142,225,15,3,2,64.5107311401938,13000000000
143,105,5,2,2,64.5107311401938,7900000000
144,90,4,2,2,64.5107311401938,7200000000
145,225,15,3,2,64.5107311401938,13000000000
146,90,1,2,2,64.5107311401938,6400000000
147,170,16,3,2,64.5107311401938,10000000000
148,114,14,2,2,64.5107311401938,6000000000
149,145,1,3,2,64.5107311401938,10700000000
150,164,1,3,2,64.5107311401938,13700000000
151,95,6,2,2,64.5107311401938,7600000000
152,98,10,2,2,64.5107311401938,7000000000
153,102,4,2,2,64.5107311401938,6000000000
154,143,13,2,2,64.5107311401938,8000000000
155,93,7,2,2,64.5107311401938,7500000000
156,176,15,3,2,64.5107311401938,12000000000
157,160,5,5,2,64.5107311401938,10500000000
158,74,15,2,2,64.5107311401938,5000000000
159,110,13,2,2,64.5107311401938,7150000000
160,85,5,2,2,64.5107311401938,5950000000
161,110,17,2,2,64.5107311401938,6600000000
162,125,17,2,2,64.5107311401938,8120000000
163,130,0,3,2,64.5107311401938,9750000000
164,130,14,3,2,64.5107311401938,7300000000
165,72,18,2,2,64.5107311401938,3700000000
166,60,2,1,2,64.5107311401938,5000000000
167,82,13,2,2,64.5107311401938,4250000000
168,84,15,2,2,64.5107311401938,4950000000
169,115,1,2,2,64.5107311401938,7500000000
170,68,18,1,2,64.5107311401938,4420000000
171,90,1,2,2,64.5107311401938,6700000000
172,140,7,3,2,64.5107311401938,10999999999
173,160,10,3,2,64.5107311401938,11000000000
174,90,1,2,2,64.5107311401938,6500000000
175,105,3,2,2,64.5107311401938,8360000000
176,210,3,3,2,64.5107311401938,17500000000
177,167,1,3,2,64.5107311401938,11690000000
178,75,17,2,2,64.5107311401938,3900000000
179,150,3,3,2,64.5107311401938,11500000000
180,207,10,3,2,64.5107311401938,13455000000
181,195,1,3,2,64.5107311401938,8775000000
182,80,14,2,2,64.5107311401938,4000000000
183,104,3,2,2,64.5107311401938,8320000000
184,125,1,2,2,64.5107311401938,7875000000
185,175,12,3,2,64.5107311401938,13125000000
186,103,15,2,2,64.5107311401938,6200000000
187,56,17,2,2,64.5107311401938,2900000000
188,170,13,2,2,64.5107311401938,9860000000
189,147,20,3,2,64.5107311401938,7940000000
190,58,10,1,2,64.5107311401938,4650000000
191,98,14,2,2,64.5107311401938,6700000000
192,64,17,2,2,64.5107311401938,3800000000
193,58,15,1,2,64.5107311401938,3400000000
194,66,19,1,2,64.5107311401938,3900000000
195,134,16,2,2,64.5107311401938,8500000000
196,130,20,2,2,64.5107311401938,7100000000
197,70,20,2,2,64.5107311401938,3800000000
198,185,20,3,2,64.5107311401938,11900000000
199,142,13,3,2,64.5107311401938,8236000000
200,129,11,2,2,64.5107311401938,6144000000
201,148,6,3,2,64.5107311401938,8880000000
202,155,10,3,2,64.5107311401938,12400000000
203,120,2,2,2,64.5107311401938,6500000000
204,210,1,3,2,64.5107311401938,17000000000
205,200,4,3,2,64.5107311401938,12000000000
206,75,18,2,2,64.5107311401938,4900000000
207,80,15,2,2,64.5107311401938,4500000000
208,58,10,1,2,64.5107311401938,3400000000
209,81,14,2,2,64.5107311401938,4400000000
210,84,15,2,2,64.5107311401938,3800000000
211,75,11,2,2,64.5107311401938,5250000000
212,80,7,2,2,64.5107311401938,4400000000
213,155,20,3,2,64.5107311401938,9155000000
214,77,18,2,2,64.5107311401938,4120000000
215,177,9,3,2,64.5107311401938,13800000000
216,84,16,2,2,64.5107311401938,4600000000
217,221,15,3,2,64.5107311401938,12500000000
218,65,7,1,2,64.5107311401938,4200000000
219,150,17,3,2,64.5107311401938,9400000000
220,145,15,3,2,64.5107311401938,8265000000
221,118,7,3,2,64.5107311401938,8120000000
222,118,6,3,2,64.5107311401938,8200000000
223,81,14,2,2,64.5107311401938,4800000000
224,75,16,2,2,64.5107311401938,3800000000
225,83,7,2,2,64.5107311401938,5000000000
226,70,14,1,2,64.5107311401938,3850000000
227,116,14,2,2,64.5107311401938,5600000000
228,62,20,1,2,64.5107311401938,3000000000
229,155,7,3,2,64.5107311401938,9800000000
230,119,14,2,2,64.5107311401938,5550000000
231,120,21,2,2,64.5107311401938,7200000000
232,222,15,3,2,64.5107311401938,12800000000
233,110,13,2,2,64.5107311401938,8000000000
234,158,15,3,2,64.5107311401938,10270000000
235,180,18,3,2,64.5107311401938,10440000000
236,200,11,3,2,64.5107311401938,15000000000
237,118,8,3,2,64.5107311401938,7540000000
238,157,13,3,2,64.5107311401938,9700000000
239,163,7,3,2,64.5107311401938,11410000000
240,144,15,3,2,64.5107311401938,8204000000
241,120,1,3,2,64.5107311401938,9000000000
242,79,16,2,2,64.5107311401938,5400000000
243,178,12,3,2,64.5107311401938,13350000000
244,142,13,3,2,64.5107311401938,8520000000
245,144,1,3,2,64.5107311401938,10800000000
246,143,15,2,2,64.5107311401938,8000000000
247,171,14,3,2,64.5107311401938,10300000000
248,164,6,3,2,64.5107311401938,10000000000
249,120,13,2,2,64.5107311401938,8500000000
250,150,20,3,2,64.5107311401938,10500000000
251,156,18,3,2,64.5107311401938,7500000000
252,110,17,2,2,64.5107311401938,5200000000
253,100,1,2,2,64.5107311401938,8000000000
254,100,1,2,2,64.5107311401938,4900000000
255,112,15,2,2,64.5107311401938,7000000000
256,95,15,2,2,64.5107311401938,5500000000
257,166,16,3,2,64.5107311401938,8000000000
258,151,0,3,2,64.5107311401938,12700000000
259,73,16,2,2,64.5107311401938,4490000000
260,128,14,2,2,64.5107311401938,7900000000
261,80,10,2,2,64.5107311401938,4750000000
262,96,5,2,2,64.5107311401938,6000000000
263,138,10,3,2,64.5107311401938,8000000000
264,115,10,2,2,64.5107311401938,6000000000
265,86,4,2,2,64.5107311401938,5500000000
266,138,10,3,2,64.5107311401938,8000000000
267,102,20,2,2,64.5107311401938,5500000000
268,86,3,2,2,64.5107311401938,5500000000
269,165,15,2,2,64.5107311401938,8500000000
270,125,16,2,2,64.5107311401938,6500000000
271,143,15,3,2,64.5107311401938,8000000000
272,73,0,2,2,64.5107311401938,5500000000
273,98,19,2,2,64.5107311401938,6370000000
274,95,18,2,2,64.5107311401938,6000000000
275,144,20,3,2,64.5107311401938,11000000000
276,180,13,3,2,64.5107311401938,15000000000
277,112,2,2,2,64.5107311401938,8960000000
278,125,1,3,2,64.5107311401938,9500000000
279,145,2,3,2,64.5107311401938,10500000000
280,89,5,2,2,64.5107311401938,6760000000
281,92,3,2,2,64.5107311401938,6810000000
282,116,7,3,2,64.5107311401938,7500000000
283,83,17,2,2,64.5107311401938,4200000000
284,167,11,3,2,64.5107311401938,11900000000
285,172,12,2,2,64.5107311401938,9800000000
286,167,10,3,2,64.5107311401938,12525000000
287,95,4,2,2,64.5107311401938,6800000000
288,55,5,1,2,64.5107311401938,4000000000
289,138,15,2,2,64.5107311401938,9700000000
290,135,16,2,2,64.5107311401938,8000000000
291,98,20,2,2,64.5107311401938,6370000000
292,70,7,1,2,64.5107311401938,4200000000
293,168,10,3,2,64.5107311401938,13330000000
294,120,0,2,2,64.5107311401938,10000000000
295,130,8,2,2,64.5107311401938,7000000000
296,133,2,3,2,64.5107311401938,7049000000
297,88,11,2,2,64.5107311401938,4200000000
298,125,16,3,2,64.5107311401938,8700000000
299,180,2,3,2,64.5107311401938,12000000000
300,96,13,2,2,64.5107311401938,6700000000
301,80,5,2,2,64.5107311401938,4400000000
302,65,15,1,2,64.5107311401938,4150000000
303,138,8,3,2,64.5107311401938,8000000000
304,170,2,3,2,64.5107311401938,13000000000
305,141,14,3,2,64.5107311401938,8000000000
306,88,14,2,2,64.5107311401938,5000000000
307,86,15,2,2,64.5107311401938,5000000000
308,120,12,2,2,64.5107311401938,8000000000
309,92,15,2,2,64.5107311401938,5300000000
310,96,15,2,2,64.5107311401938,5400000000
311,120,15,2,2,64.5107311401938,6000000000
312,141,10,3,2,64.5107311401938,8000000000
313,86,5,2,2,64.5107311401938,5700000000
314,145,2,3,2,64.5107311401938,10500000000
315,130,16,2,2,64.5107311401938,8000000000
316,135,5,2,2,64.5107311401938,10125000000
317,128,16,2,2,64.5107311401938,9000000000
318,84,15,2,2,64.5107311401938,5200000000
319,128,15,3,2,64.5107311401938,6500000000
320,120,8,2,2,64.5107311401938,6500000000
321,95,10,2,2,64.5107311401938,5600000000
322,143,15,3,2,64.5107311401938,8000000000
323,96,15,2,2,64.5107311401938,5300000000
324,143,15,3,2,64.5107311401938,8000000000
325,56,15,1,2,64.5107311401938,3600000000
326,62,10,1,2,64.5107311401938,4340000000
327,83,17,2,2,64.5107311401938,5000000000
328,66,2,2,2,64.5107311401938,4800000000
329,128,7,3,2,64.5107311401938,7200000000
330,150,12,3,2,64.5107311401938,7500000000
331,141,15,3,2,64.5107311401938,8000000000
332,105,11,2,2,64.5107311401938,5800000000
333,86,3,2,2,64.5107311401938,5500000000
334,165,18,3,2,64.5107311401938,8580000000
335,138,8,3,2,64.5107311401938,8970000000
336,105,15,2,2,64.5107311401938,6850000000
337,117,12,2,2,64.5107311401938,5450000000
338,145,2,3,2,64.5107311401938,10800000000
339,70,18,2,2,64.5107311401938,3500000000
340,145,15,3,2,64.5107311401938,8500000000
341,178,14,3,2,64.5107311401938,14400000000
342,108,7,2,2,64.5107311401938,7560000000
343,116,1,2,2,64.5107311401938,8700000000
344,110,15,2,2,64.5107311401938,7000000000
345,116,1,2,2,64.5107311401938,8700000000
346,129,13,3,2,64.5107311401938,6600000000
347,145,4,3,2,64.5107311401938,11500000000
348,145,15,3,2,64.5107311401938,8800000000
349,142,16,3,2,64.5107311401938,8000000000
350,139,9,3,2,64.5107311401938,8970000000
351,133,16,2,2,64.5107311401938,7150000000
352,141,15,3,2,64.5107311401938,7500000000
353,120,11,2,2,64.5107311401938,5600000000
354,70,14,1,2,64.5107311401938,4900000000
355,55,16,1,2,64.5107311401938,2975000000
356,72,17,2,2,64.5107311401938,4200000000
357,115,20,2,2,64.5107311401938,6000000000
358,144,20,3,2,64.5107311401938,11000000000
359,80,12,3,2,64.5107311401938,5200000000
360,105,12,2,2,64.5107311401938,6900000000
361,121,12,2,2,64.5107311401938,5500000000
362,95,4,2,2,64.5107311401938,6800000000
363,117,6,3,2,64.5107311401938,7888000000
364,130,14,3,2,64.5107311401938,6200000000
365,130,15,3,2,64.5107311401938,6650000000
366,83,10,2,2,64.5107311401938,4150000000
367,90,3,2,2,64.5107311401938,6750000000
368,95,1,2,2,64.5107311401938,7600000000
369,130,5,3,2,64.5107311401938,7800000000
370,116,6,2,2,64.5107311401938,9700000000
371,107,6,2,2,64.5107311401938,7200000000
372,95,1,2,2,64.5107311401938,7600000000
373,118,13,3,2,64.5107311401938,7600000000
374,144,22,3,2,64.5107311401938,9792000000
375,165,2,3,2,64.5107311401938,13700000000
376,135,15,3,2,64.5107311401938,8775000000
377,111,12,2,2,64.5107311401938,7800000000
378,75,13,2,2,64.5107311401938,4260000000
379,128,15,2,2,64.5107311401938,7500000000
380,118,6,3,2,64.5107311401938,7420000000
381,167,12,3,2,64.5107311401938,10200000000
382,167,11,3,2,64.5107311401938,11700000000
383,222,13,3,2,64.5107311401938,12500000000
384,140,9,3,2,64.5107311401938,11500000000
385,156,9,3,2,64.5107311401938,9600000000
386,139,8,3,2,64.5107311401938,8970000000
387,116,6,2,2,64.5107311401938,9700000000
388,130,15,3,2,64.5107311401938,9850000000
389,76,15,2,2,64.5107311401938,3600000000
390,140,13,3,2,64.5107311401938,7000000000
391,150,7,3,2,64.5107311401938,9000000000
392,128,7,2,2,64.5107311401938,7000000000
393,89,8,2,2,64.5107311401938,5200000000
394,117,13,2,2,64.5107311401938,5600000000
395,166,16,3,2,64.5107311401938,8200000000
396,141,13,3,2,64.5107311401938,7500000000
397,118,14,2,2,64.5107311401938,6500000000
398,128,14,3,2,64.5107311401938,6500000000
399,170,2,3,2,64.5107311401938,14000000000
400,180,1,3,2,64.5107311401938,12600000000
401,90,1,2,2,64.5107311401938,6800000000
402,95,10,2,2,64.5107311401938,6175000000
403,157,14,3,2,64.5107311401938,8000000000
404,160,5,4,2,64.5107311401938,11800000000
405,176,17,3,2,64.5107311401938,13500000000
406,130,15,3,2,64.5107311401938,7500000000
407,86,15,2,2,64.5107311401938,5000000000
408,128,7,2,2,64.5107311401938,7000000000
409,110,5,2,2,64.5107311401938,7700000000
410,140,1,2,2,64.5107311401938,8000000000
411,183,15,3,2,64.5107311401938,13000000000
412,300,2,4,2,64.5107311401938,24000000000
413,78,12,2,2,64.5107311401938,4450000000
414,145,17,3,2,64.5107311401938,7700000000
415,120,16,2,2,64.5107311401938,8000000000
416,140,2,2,2,64.5107311401938,9800000000
417,140,13,3,2,64.5107311401938,7000000000
418,128,7,2,2,64.5107311401938,7000000000
419,120,12,2,2,64.5107311401938,5550000000
420,143,1,3,2,64.5107311401938,10800000000
421,150,4,3,2,64.5107311401938,11250000000
422,130,20,2,2,64.5107311401938,9100000000
423,138,14,3,2,64.5107311401938,8000000000
424,192,12,3,2,64.5107311401938,14400000000
425,115,15,2,2,64.5107311401938,5750000000
426,102,3,2,2,64.5107311401938,6100000000
427,138,8,3,2,64.5107311401938,6165000000
428,91,15,2,2,64.5107311401938,5300000000
429,84,15,2,2,64.5107311401938,4600000000
430,115,17,2,2,64.5107311401938,6050000000
431,75,1,2,2,64.5107311401938,4500000000
432,115,1,2,2,64.5107311401938,8625000000
433,165,5,3,2,64.5107311401938,8950000000
434,131,19,3,2,64.5107311401938,6450000000
435,95,2,2,2,64.5107311401938,5250000000
436,270,2,4,2,64.5107311401938,21000000000
437,154,10,3,2,64.5107311401938,8500000000
438,88,13,2,2,64.5107311401938,4600000000
439,175,15,3,2,64.5107311401938,14700000000
440,155,7,3,2,64.5107311401938,10500000000
441,123,6,3,2,64.5107311401938,9200000000
442,330,2,4,2,64.5107311401938,25800000000
443,140,10,3,2,64.5107311401938,11200000000
444,245,4,3,2,64.5107311401938,17150000000
445,152,12,3,2,64.5107311401938,8500000000
446,101,16,2,2,64.5107311401938,6200000000
447,130,15,2,2,64.5107311401938,9000000000
448,158,13,3,2,64.5107311401938,9891000000
449,97,14,2,2,64.5107311401938,5750000000
450,126,18,2,2,64.5107311401938,7800000000
451,160,12,3,2,64.5107311401938,9700000000
452,96,14,2,2,64.5107311401938,5985000000
453,145,18,3,2,64.5107311401938,7150000000
454,120,3,3,2,64.5107311401938,8775000000
455,165,1,3,2,64.5107311401938,13700000000
456,220,1,3,2,64.5107311401938,18500000000
457,83,11,3,2,64.5107311401938,4200000000
458,108,11,2,2,64.5107311401938,6000000000
459,99,2,2,2,64.5107311401938,7700000000
460,140,17,3,2,64.5107311401938,8900000000
461,115,2,3,2,64.5107311401938,7752000000
462,97,18,2,2,64.5107311401938,4450000000
463,88,3,2,2,64.5107311401938,5700000000
464,88,11,2,2,64.5107311401938,4200000000
465,115,15,2,2,64.5107311401938,5750000000
466,130,5,3,2,64.5107311401938,7800000000
467,105,3,2,2,64.5107311401938,6100000000
468,100,1,2,2,64.5107311401938,6500000000
469,300,2,4,2,64.5107311401938,23800000000
470,100,1,2,2,64.5107311401938,6500000000
471,225,16,3,2,64.5107311401938,13500000000
472,70,0,1,2,64.5107311401938,3850000000
473,100,11,2,2,64.5107311401938,5000000000
474,153,1,3,2,64.5107311401938,9945000000
475,144,2,3,2,64.5107311401938,10800000000
476,190,10,3,2,64.5107311401938,8550000000
477,145,14,3,2,64.5107311401938,8150000000
478,128,14,3,2,64.5107311401938,7000000000
479,105,11,2,2,64.5107311401938,6000000000
480,55,18,1,2,64.5107311401938,2950000000
481,186,4,3,2,64.5107311401938,13950000000
482,175,15,3,2,64.5107311401938,12250000000
483,170,7,3,2,64.5107311401938,10700000000
484,123,3,3,2,64.5107311401938,7995000000
485,72,16,2,2,64.5107311401938,3300000000
486,153,1,3,2,64.5107311401938,9945000000
487,75,21,2,2,64.5107311401938,4000000000
488,102,5,2,2,64.5107311401938,6100000000
489,137,4,2,2,64.5107311401938,7600000000
490,84,15,2,2,64.5107311401938,4600000000
491,175,16,3,2,64.5107311401938,9000000000
492,95,17,2,2,64.5107311401938,5400000000
493,72,15,2,2,64.5107311401938,3500000000
494,85,3,2,2,64.5107311401938,5500000000
495,116,9,2,2,64.5107311401938,5635000000
496,80,16,2,2,64.5107311401938,5400000000
497,142,18,3,2,64.5107311401938,9100000000
498,93,15,2,2,64.5107311401938,5700000000
499,110,7,2,2,64.5107311401938,7300000000
500,108,8,2,2,64.5107311401938,7500000000
501,100,4,2,2,64.5107311401938,7400000000
502,85,5,2,2,64.5107311401938,5900000000
503,103,12,2,2,64.5107311401938,5800000000
504,105,16,2,2,64.5107311401938,6300000000
505,140,9,3,2,64.5107311401938,8000000000
506,102,4,2,2,64.5107311401938,6000000000
507,86,5,2,2,64.5107311401938,5600000000
508,102,13,2,2,64.5107311401938,6000000000
509,102,10,2,2,64.5107311401938,6000000000
510,140,12,3,2,64.5107311401938,7500000000
511,86,5,2,2,64.5107311401938,5700000000
512,125,6,3,2,64.5107311401938,6800000000
513,78,11,2,2,64.5107311401938,4600000000
514,143,12,3,2,64.5107311401938,8000000000
515,110,13,2,2,64.5107311401938,5200000000
516,135,4,3,2,64.5107311401938,10000000000
517,125,5,3,2,64.5107311401938,6800000000
518,110,4,2,2,64.5107311401938,6600000000
519,82,15,2,2,64.5107311401938,5330000000
520,90,14,2,2,64.5107311401938,4700000000
521,100,7,2,2,64.5107311401938,7300000000
522,80,20,2,2,64.5107311401938,3700000000
523,65,15,1,2,64.5107311401938,4200000000
524,67,20,1,2,64.5107311401938,4355000000
525,125,5,2,2,64.5107311401938,9000000000
526,135,16,2,2,64.5107311401938,8000000000
527,183,12,3,2,64.5107311401938,10850000000
528,74,16,2,2,64.5107311401938,3300000000
529,82,14,2,2,64.5107311401938,5150000000
530,125,13,3,2,64.5107311401938,7300000000
531,125,0,3,2,64.5107311401938,9400000000
532,100,15,2,2,64.5107311401938,5500000000
533,75,16,2,2,64.5107311401938,4500000000
534,74,16,2,2,64.5107311401938,4810000000
535,93,15,2,2,64.5107311401938,6000000000
536,133,8,3,2,64.5107311401938,8465000000
537,138,1,1,2,64.5107311401938,7590000000
538,120,8,2,2,64.5107311401938,9000000000
539,125,27,3,2,64.5107311401938,6375000000
540,110,13,2,2,64.5107311401938,5200000000
541,110,10,2,2,64.5107311401938,6200000000
542,145,5,3,2,64.5107311401938,8700000000
543,65,6,1,2,64.5107311401938,4600000000
544,108,3,2,2,64.5107311401938,8000000000
545,90,15,2,2,64.5107311401938,4500000000
546,83,15,2,2,64.5107311401938,5500000000
547,93,12,2,2,64.5107311401938,4500000000
548,68,12,1,2,64.5107311401938,3200000000
549,94,9,2,2,64.5107311401938,5400000000
550,65,15,1,2,64.5107311401938,3450000000
551,169,13,3,2,64.5107311401938,11290000000
552,116,8,3,2,64.5107311401938,8120000000
553,160,1,3,2,64.5107311401938,11520000000
554,130,16,3,2,64.5107311401938,7750000000
555,59,1,1,2,64.5107311401938,4500000000
556,170,17,3,2,64.5107311401938,11000000000
557,110,6,2,2,64.5107311401938,6200000000
558,141,15,3,2,64.5107311401938,8000000000
559,73,17,2,2,64.5107311401938,3500000000
560,112,2,2,2,64.5107311401938,7000000000
561,128,8,2,2,64.5107311401938,7000000000
562,143,15,3,2,64.5107311401938,8000000000
563,105,15,2,2,64.5107311401938,6000000000
564,54,5,1,2,64.5107311401938,3850000000
565,57,14,1,2,64.5107311401938,3390000000
566,120,0,2,2,64.5107311401938,10000000000
567,65,5,1,2,64.5107311401938,4875000000
568,81,18,2,2,64.5107311401938,4150000000
569,76,17,2,2,64.5107311401938,3900000000
570,82,19,2,2,64.5107311401938,3900000000
571,62,16,1,2,64.5107311401938,3150000000
572,84,16,2,2,64.5107311401938,4600000000
573,110,12,2,2,64.5107311401938,6500000000
574,71,11,1,2,64.5107311401938,3950000000
575,175,20,3,2,64.5107311401938,13500000000
576,104,6,2,2,64.5107311401938,6750000000
577,120,10,3,2,64.5107311401938,8600000000
578,163,19,3,2,64.5107311401938,8150000000
579,148,13,3,2,64.5107311401938,8900000000
580,105,5,2,2,64.5107311401938,6656000000
581,70,16,2,2,64.5107311401938,3800000000
582,120,13,3,2,64.5107311401938,8000000000
583,143,16,3,2,64.5107311401938,10000000000
584,80,17,2,2,64.5107311401938,3800000000
585,135,15,3,2,64.5107311401938,6750000000
586,131,21,3,2,64.5107311401938,5850000000
587,420,8,9,2,64.5107311401938,27000000000
588,66,2,2,2,64.5107311401938,4800000000
589,86,7,2,2,64.5107311401938,4000000000
590,115,15,2,2,64.5107311401938,6900000000
591,138,1,3,2,64.5107311401938,9500000000
592,156,15,3,2,64.5107311401938,12900000000
593,77,15,2,2,64.5107311401938,3990000000
594,72,20,2,2,64.5107311401938,4200000000
595,114,9,3,2,64.5107311401938,5600000000
596,143,20,3,2,64.5107311401938,7865000000
597,166,18,3,2,64.5107311401938,7960000000
598,65,21,2,2,64.5107311401938,3600000000
599,153,18,3,2,64.5107311401938,8200000000
600,120,2,2,2,64.5107311401938,10000000000
601,130,18,2,2,64.5107311401938,6200000000
602,175,10,3,2,64.5107311401938,10500000000
603,157,13,3,2,64.5107311401938,11000000000
604,205,5,3,2,64.5107311401938,13325000000
605,118,12,3,2,64.5107311401938,7000000000
